AIDP,ID,GENDER,NATIONALITY,MOHAFAZA,MAJOR_DESC,UG/GR,Med Student (Yes/No),New Student (Yes/No),GPA,Column1,TUITION,FATHER_STATUS,FATHER_JOB_STATUS,FATHER_INCOME,MOTHER_STATUS,MOTHER_JOB_STATUS,MOTHER_INCOME,SIBLING_AUB,SIBLING_UNIVERSITY,SIBLING_SCHOOL,TOTAL_SIBLING_INCOME,OTHER_RESOURCE,Othere resources (yes/no),STUDENT_STATMENT,Student statement (applicaple/non applicable),PERC,Main priorities,High/low priorities,ACAD_STAND
FA,812,F,Lebanon,Mount Lebanon,Psychology,UG,No,No,81.3,B+,10965,Married,Self-Employed,48919.42,Married,UnEmployed,0,0,0,0,21140.66,"
Sibling's Annual Salary


",yes,none,non applicable,15,priority 4,0,Good Standing
FA,813,M,Australia,North,Electrical & Computer Eng'g,UG,No,No,90.6,A,13110,Married,Employed,74005.31,Married,Employed,32029.18,0,1,0,109573.74,"
House Rental",yes,none,non applicable,25,priority 3,0,Good Standing
FA,814,M,Lebanon,Mount Lebanon,Industrial Engineering,UG,No,No,83,A-,13110,Married,Self-Employed,41777.19,Married,UnEmployed,0,1,1,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,815,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,79.1,B+,13110,Married,Self-Employed,13262.6,Married,Employed,23912.47,0,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,816,M,Lebanon,Beirut,Mechanical Engineering,UG,No,No,86.9,A-,13110,Married,Self-Employed,11936.34,Married,Employed,3183.02,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,817,M,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,76.6,B,13110,Married,UnEmloyed,0,Married,Employed,49190.87,0,0,1,49190.87,"
Educational benefits
",yes,none,non applicable,65,priority 1,1,Good Standing
FA,818,M,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,86.1,A-,13110,Married,UnEmloyed,0,Married,Employed,20557.03,0,0,2,0,Father's Indemnity,yes,none,non applicable,25,priority 3,0,Good Standing
FA,819,F,Lebanon,Beirut,Business Administration,UG,No,No,84.7,A-,12690,Married,Employed,8533.16,Married,Employed,8968.17,1,1,0,0,none,no,none,non applicable,45,priority 2,1,Good Standing
FA,820,M,Lebanon,Aakkar,Economics,UG,No,No,82.3,B+,10965,Married,Retired,47880.64,Married,Never Worked,0,0,0,0,19368.7,Retirement Salary,yes,none,non applicable,20,priority 3,0,Good Standing
FA,821,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,79.3,B+,13110,Married,Employed,92667.77,Married,Employed,20570.29,0,0,2,0,"Educational benefits 

",yes,none,non applicable,25,priority 3,0,Good Standing
FA,822,F,Lebanon,South,Biology,UG,No,No,79.2,B+,11625,Married,Self-Employed,29840.85,Married,SelfEmployed,26259.95,0,0,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,823,M,Lebanon,South,Computer Science,UG,No,No,2.5,B-,11625,Married,Employed,74108.75,Married,Employed,27923.08,0,0,1,0,Educational benefits,yes,none,non applicable,30,priority 3,0,Good Standing
FA,824,F,Lebanon,Nabatieh,Graphic Design,UG,No,No,3.3,B+,13110,Married,Self-Employed,1989389.92,Married,UnEmployed,0,1,0,0,0,none,no,none,non applicable,45,priority 2,1,Good Standing
FA,825,F,Lebanon,Aakkar,Chemical Engineering,UG,No,No,83.2,A-,13110,Married,Employed,626657.82,Married,UnEmployed,0,0,0,0,29840.85,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,826,F,Lebanon,Nabatieh,Environmental Health,UG,No,No,79.2,B+,12210,Married,Self-Employed,23209.55,Married,UnEmployed,0,0,0,0,11936.34,grandfather,yes,none,non applicable,20,priority 3,0,Good Standing
FA,827,F,Lebanon,Mount Lebanon,Economics,UG,No,No,2.9,B,10965,Married,Self-Employed,96483.82,Married,Never Worked,0,2,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,828,F,Lebanon,Beirut,Civil Engineering,UG,No,No,81.5,B+,13110,Married,Retired,21219.83,Married,UnEmployed,49734.75,1,1,0,0,brokerage,yes,none,non applicable,30,priority 3,0,Good Standing
FA,829,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,85.8,A-,12236,Married,Employed,246104.11,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,830,M,Lebanon,Mount Lebanon,Electrical & Computer Eng'g,UG,No,No,78.3,B ,13110,Married,Employed,66114.06,Married,UnEmployed,37798.41,1,1,0,0,none,no,"Paternal and maternal grandmothersare in charge by the family
Big charges for medical insurance, drugs and global precautions",applicable,20,priority 3,0,Good Standing
FA,831,F,Lebanon,North,Building Energy Systems,GR,No,No,,,1500,Married,Self-Employed,22092.18,Married,UnEmployed,0,1,0,1,0,"
Annual interest",yes,none,non applicable,25,priority 3,0,Good Standing
FA,832,M,Lebanon,South,Civil Engineering,UG,No,No,87.4,A ,13110,Married,Employed,83172.41,Married,Never Worked,0,0,0,1,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,833,M,Lebanon,Mount Lebanon,Electrical & Computer Eng'g,UG,No,No,79.2,B+,13110,Married,Employed,71087.86,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,834,F,United States of America,South,Medical Imaging Sciences,UG,No,No,3.3,B+,12210,Married,UnEmloyed,0,Married,UnEmployed,0,0,0,1,0,Disability Insurance,yes,none,non applicable,30,priority 3,0,Good Standing
FA,835,M,Lebanon,Mount Lebanon,Economics,UG,No,No,75.7,B,10965,Married,Self-Employed,38461.54,Married,UnEmployed,0,0,0,2,13262.6,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,836,M,Syria,n/a,Computer & Communications Eng.,UG,No,No,82.1,B+,13110,Divorced,UnEmloyed,0,Separated,Never Worked,0,0,0,1,0,none,no,none,non applicable,65,priority 1,1,Good Standing
FA,837,M,Lebanon,North,Biology,UG,No,No,92.5,A,10850,Married,Self-Employed,149204.24,Married,SelfEmployed,3580.9,0,0,1,0,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,838,F,Lebanon,Mount Lebanon,Economics,UG,No,No,81.2,B+,10965,Married,Self-Employed,19893.9,Married,Never Worked,0,0,0,1,0,none,no,none,non applicable,65,priority 1,1,Good Standing
FA,839,M,Lebanon,Beirut,Media and Communications,UG,No,No,2.6,B-,10965,Married,Employed,46835.01,Married,Retired,0,1,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,840,F,Lebanon,South,Psychology,UG,No,No,77,B ,10965,Married,Self-Employed,40000,Married,Never Worked,0,0,0,2,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,841,F,Lebanon,Baalbak Hermel,Civil Engineering,UG,No,No,86.7,A-,13110,Married,Self-Employed,11936.34,Married,Employed,17904.51,0,0,2,0,"money transfered from thr Seif Family for working as their driver when they visit Lebanon 
/not a permanent employee)",yes,none,non applicable,50,priority 2,1,Good Standing
FA,842,F,Lebanon,South,Biology,UG,No,No,2.9,B,11625,Married,Employed,41179.58,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,843,F,Lebanon,South,Biology,UG,No,No,3,B,11625,Married,UnEmloyed,0,Married,Employed,30892.11,1,0,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,844,F,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,3.7,A-,13110,Married,Employed,42000,Married,Employed,35176.18733,0,0,0,0,"
Cash SAving",yes,none,non applicable,20,priority 3,0,Good Standing
FA,845,F,Lebanon,n/a,Majorless,GR,No,No,2.2,C+,7512,Widowed,Self-Employed,26525.2,Deceased,UnEmployed,0,0,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,846,F,Lebanon,Mount Lebanon,Electrical & Computer Eng'g,UG,No,No,72.5,B-,13110,Married,Self-Employed,22735.41,Married,Employed,16034.48,0,0,1,0,none,no,none,non applicable,60,priority 1,1,Good Standing
FA,847,F,Lebanon,South,Business Administration,UG,No,No,77.4,B ,11844,Married,Employed,55503.98,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,848,F,Germany,n/a,Psychology,UG,No,No,78,B ,10965,Married,UnEmloyed,5746.35,Married,UnEmployed,0,0,1,0,0,none,no,"My parent's business was based in Syria, and revolved around travel and tourism. Due to the current political situation in Syria, my family lost their business, and thus also their income.",applicable,25,priority 3,0,Good Standing
FA,849,M,Lebanon,Beirut,Business Administration,UG,No,No,2.9,B,12690,Married,Employed,137960,Married,UnEmployed,0,0,0,0,0,"
interest on cash savings",yes,none,non applicable,0,priority 4,0,Good Standing
FA,850,F,Lebanon,Mount Lebanon,Chemistry,UG,No,No,3.8,A ,11625,Married,Employed,36435,Married,SelfEmployed,36963,0,0,1,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,851,F,Lebanon,Mount Lebanon,Biology,UG,No,No,3.7,A-,11625,Married,Self-Employed,0,Married,SelfEmployed,13262,1,0,2,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,852,M,Lebanon,Beirut,Computer & Communications Eng.,UG,No,No,83.8,A-,13110,Married,Employed,63795.76,Married,UnEmployed,0,0,0,1,0,none,no,"Father is an only son,he provides for his own parents, he also takes care of their daily expenses.",applicable,20,priority 3,0,Good Standing
FA,853,M,Lebanon,North,Biology,UG,No,No,95.6,A+,11625,Married,Employed,64655.17,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,854,F,Lebanon,Mount Lebanon,English Literature,UG,No,No,87.3,A ,10965,Married,Employed,38335.54,Married,UnEmployed,0,1,0,1,0,AUB Liberal Arts Scholarship,yes,none,non applicable,70,priority 1,1,Good Standing
FA,855,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,No,74.9,B-,13110,Married,Self-Employed,29840.85,Married,Employed,24779.84,0,1,1,0,Educational Benefit,yes,none,non applicable,35,priority 3,1,Good Standing
FA,856,M,Lebanon,Baalbak Hermel,Computer & Communications Eng.,UG,No,No,72.6,B-,13110,Married,Employed,46634.66667,Married,Employed,105405250,0,0,1,0,"
educational benefits",yes,none,non applicable,20,priority 3,0,Good Standing
FA,857,F,Lebanon,Mount Lebanon,English Language,UG,No,No,86.6,A-,8772,Married,Retired,0,Married,Employed,15477.45,0,0,0,13495.52,Annual income from rent of asset,yes,none,non applicable,70,priority 1,1,Good Standing
FA,858,F,Lebanon,North,Computer & Communications Eng.,UG,No,No,83.7,A-,13110,Married,Employed,16336.87,Married,Employed,60912.47,0,1,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,859,F,Jordan,n/a,Architecture,UG,No,No,85.5,A-,10488,Married,Retired,89381.62,Married,Never Worked,0,1,1,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,860,F,United Kingdom,Nabatieh,Psychology,UG,No,No,3.6,A-,9503,Married,UnEmloyed,0,Divorced,Never Worked,0,0,0,0,0,"
Annual help from family",yes,none,non applicable,30,priority 3,0,Good Standing
FA,861,F,Syria,n/a,Majorless,UG,No,No,3.5,A-,10965,Married,Employed,100188.87,Married,Never Worked,0,0,0,2,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,862,M,Lebanon,Beirut,Physics,UG,No,No,78.4,B ,11625,Married,Employed,17315.65,Married,UnEmployed,0,1,0,3,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,863,F,Lebanon,Mount Lebanon,Media and Communications,UG,No,No,3.8,A ,10965,Married,Employed,180346.15,Married,UnEmployed,0,1,0,0,0,"
educational benefits",yes,none,non applicable,0,priority 4,0,Good Standing
FA,864,M,Lebanon,Mount Lebanon,Economics,UG,No,No,83.6,A-,10965,Married,Employed,71618.04,Married,Employed,18236.74,0,0,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,865,M,Lebanon,North,Mechanical Engineering,UG,No,No,77.7,B ,13110,Deceased,Retired,8620.69,Widowed,Never Worked,0,1,2,2,0,60% from Lebanese army for education tuition,yes,none,non applicable,40,priority 2,1,Good Standing
FA,866,F,Lebanon,Mount Lebanon,Biology,UG,No,No,75.6,B,7750,Deceased,UnEmloyed,0,Widowed,UnEmployed,0,0,0,1,0,Bank savings,yes,After my father's passing we have no way of paying the full tuition. He passed away suddenly and no one in my family works.,applicable,50,priority 2,1,Good Standing
FA,867,F,Jordan,n/a,Business Administration,UG,No,No,82.3,B+,11844,Married,Employed,36666.66667,Married,Never Worked,0,3,0,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,868,M,Lebanon,Nabatieh,Medical Laboratory Sciences,UG,No,No,87.2,A ,12210,Married,Self-Employed,44761.27,Married,UnEmployed,0,0,1,2,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,869,F,Lebanon,Mount Lebanon,Business Administration,UG,No,No,81.5,B+,7614,Married,UnEmloyed,0,Married,SelfEmployed,33875.33,1,0,2,0,"
27000000 LBP",yes,none,non applicable,20,priority 3,0,Good Standing
FA,870,F,Lebanon,Beirut,Nursing,UG,No,No,84.3,A-,9390,Married,Employed,23209.55,Married,UnEmployed,0,3,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,871,M,Lebanon,Beirut,Computer & Communications Eng.,UG,No,No,72.8,B-,13110,Married,Employed,18567.64,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,872,F,United States of America,Beirut,Architecture,UG,No,No,3.2,B+,13110,Married,Retired,37527.85,Married,Never Worked,0,0,0,1,0,"
Cash SAving Amount:",yes,none,non applicable,35,priority 3,1,Good Standing
FA,873,M,Lebanon,Mount Lebanon,Majorless,UG,No,No,70.8,C+,8772,Married,Employed,3345.03,Married,UnEmployed,0,0,0,0,0,Educational benefits,yes,none,non applicable,25,priority 3,0,Good Standing
FA,874,F,Lebanon,Beirut,Business Administration,UG,No,No,88.3,A,10152,Married,UnEmloyed,0,Married,UnEmployed,0,0,0,2,9358.09,Family support from time to time,yes,"The father came back to Lebanon from KSA in 2017 due to economic conditions there. He has been unemployed since then. 
Even in KSA, during the last years, he kept changing companies.",applicable,40,priority 2,1,Good Standing
FA,875,F,Lebanon,Bekaa,Mechanical Engineering,UG,No,No,92,A,13110,Married,Employed,16591.51,Married,Employed,71251.99,0,0,1,0,educational benefits,yes,none,non applicable,50,priority 2,1,Good Standing
FA,876,F,Lebanon,Mount Lebanon,Psychology,UG,No,No,3.4,A-,10965,Deceased,Employed,15517.24,Widowed,Employed,0,0,2,0,8753.32,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,877,M,Lebanon,South,Biology,UG,No,No,3.8,A ,11625,Married,UnEmloyed,0,Married,Employed,28144.56,0,1,0,0,Income from rent of assets,yes,none,non applicable,20,priority 3,0,Good Standing
FA,878,F,Lebanon,Mount Lebanon,Chemical Engineering,UG,No,No,83,A-,13110,Married,UnEmloyed,0,Married,Employed,40280.8,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,879,M,Lebanon,Nabatieh,Civil Engineering,UG,No,No,75.6,B,13110,Married,Employed,65978.12,Married,UnEmployed,0,0,0,2,0,Don't have,yes,none,non applicable,15,priority 4,0,Good Standing
FA,880,F,Lebanon,Mount Lebanon,Environmental Health,UG,No,No,82.7,B+,12210,Married,Self-Employed,31167.11,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,881,M,Lebanon,South,Mechanical Engineering,UG,No,No,4.1,A,13110,Married,Employed,22546.42,Married,Never Worked,0,0,1,1,0,Educational benefits,yes,none,non applicable,75,priority 1,1,Good Standing
FA,882,M,Lebanon,Nabatieh,Economics,UG,No,No,75.2,B,6579,Married,Employed,61388.59,Married,Never Worked,0,0,0,1,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,883,M,Lebanon,Beirut,Business Administration,UG,No,No,77.3,B ,12690,Married,Self-Employed,86206.9,Married,UnEmployed,0,0,2,1,0,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,884,F,Kenya,n/a,Master of Public Health,GR,No,No,82.7,,1033,Married,Employed,9549.07,Married,Employed,4774.54,0,2,1,0,"
RENTED HOUSE",yes,none,non applicable,0,priority 4,0,Good Standing
FA,885,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,No,84.3,A-,874,Deceased,Employed,0,Widowed,Employed,5968.17,1,0,0,0,Family support,yes,none,non applicable,35,priority 3,1,Good Standing
FA,886,M,Brazil,n/a,Majorless,UG,No,No,81.8,B+,8772,Married,Employed,53713.53,Married,UnEmployed,0,0,0,3,0,none,no,none,non applicable,15,priority 4,0,Good Standing
FA,887,F,Lebanon,North,Architecture,UG,No,No,83.2,A-,7866,Married,Self-Employed,41710.88,Married,Employed,34217.51,1,1,0,0,Rents,yes,none,non applicable,25,priority 3,0,Good Standing
FA,888,M,Lebanon,Aakkar,Chemistry,UG,No,No,80.3,B+,9300,Married,Employed,32493.37,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,889,F,Lebanon,Mount Lebanon,Economics,UG,No,No,76.1,B,8772,Married,UnEmloyed,0,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,890,M,Lebanon,Beirut,Mathematics Science,UG,No,No,70.3,C+,6975,Divorced,UnEmloyed,0,Divorced,SelfEmployed,26525.2,0,0,0,0,none,no,"
My parents are divorced and my mother is the only person contributing financially towards my education",applicable,25,priority 3,0,"Acad.Prob.1, Prev.Pr"
FA,891,F,Lebanon,Mount Lebanon,Industrial Engineering,UG,No,No,81,B+,13110,Married,UnEmloyed,9549.07,Married,UnEmployed,0,0,0,1,14323.61,none,no,none,non applicable,50,priority 2,1,Good Standing
FA,892,M,Lebanon,South,Computer & Communications Eng.,UG,No,No,85.4,A-,13110,Married,Employed,30636.6,Married,Employed,7957.56,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,893,F,Lebanon,Baalbak Hermel,Nutrition & Dietetics,UG,No,No,82.4,B+,11835,Married,Employed,26000,Married,UnEmployed,0,2,0,2,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,894,F,Lebanon,South,Biology,UG,No,No,3.7,A-,10075,Married,Self-Employed,106243.37,Deceased,UnEmployed,0,0,2,2,0,Savings interest,yes,none,non applicable,35,priority 3,1,Good Standing
FA,895,M,Palestine,n/a,Biology,UG,No,No,3.5,A-,11625,Married,Employed,0,Divorced,UnEmployed,34018.57,0,1,1,0,"
Indemnity received",yes,none,non applicable,15,priority 4,0,Good Standing
FA,896,M,Syria,n/a,Mechanical Engineering,UG,No,No,3.2,B+,13110,Married,Self-Employed,171750.66,Married,UnEmployed,0,1,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,897,M,Lebanon,Beirut,Computer & Communications Eng.,UG,No,No,85.6,A-,13110,Married,Employed,55238.73,Married,UnEmployed,0,0,0,3,0,Annual income from rent assets,yes,none,non applicable,15,priority 4,0,Good Standing
FA,898,M,Lebanon,Nabatieh,Computer & Communications Eng.,UG,No,No,86.5,A-,13110,Deceased,UnEmloyed,0,Widowed,SelfEmployed,26525.2,0,0,0,0,Father’s death compensation from the Lebanese Order of Physicians,yes,none,non applicable,50,priority 2,1,Good Standing
FA,899,F,Canada,Bekaa,Industrial Engineering,UG,No,No,77.6,B ,13110,Married,Self-Employed,38083.55,Married,Employed,87533.16,0,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,900,F,Lebanon,Nabatieh,Chemical Engineering,UG,No,No,80.4,B+,10488,Married,Employed,18970.82,Married,Employed,24564.99,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,901,M,Lebanon,Beirut,Electrical & Computer Eng'g,UG,No,No,70.5,C+,11362,Married,Employed,54111.41,Married,UnEmployed,0,0,0,3,0,store rent,yes,none,non applicable,40,priority 2,1,"Acad.Prob.2, Prev.Pr"
FA,902,M,Lebanon,Bekaa,Computer & Communications Eng.,UG,No,No,85.1,A-,13110,Married,UnEmloyed,0,Married,Employed,65270.22,0,0,1,0,"
educational loans",yes,"recent father unemployment due to costly rent, in addition to take care of his mother and brother who are unemployed and ill (diabetes, high blood pressure, asthma..)",applicable,20,priority 3,0,Good Standing
FA,903,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,88,A,13110,Married,Employed,37388.59,Married,Never Worked,0,0,1,0,18616.72,"Annual income from rented assets 

",yes,none,non applicable,30,priority 3,0,Good Standing
FA,904,M,Lebanon,Beirut,Environmental Health,UG,No,No,76.5,B,12210,Married,Self-Employed,136405.84,Married,Never Worked,0,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,905,M,Syria,n/a,Biology,UG,No,No,85.6,A-,10075,Married,UnEmloyed,64655.17,Married,Never Worked,0,0,1,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,906,F,Lebanon,Mount Lebanon,Public Administration,UG,No,No,3.8,A ,10965,Married,Employed,25862.07,Married,Employed,17856.76,2,0,0,18899.2,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,907,F,Lebanon,Mount Lebanon,Civil Engineering,UG,No,No,74.4,B-,13110,Married,Employed,23872.68,Married,UnEmployed,0,0,1,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,908,F,Lebanon,Beirut,Education/Elementary,UG,No,No,2.5,B-,10965,Married,Employed,24071.62,Married,Employed,24589.9,1,0,1,0,Educational Benefit,yes,none,non applicable,70,priority 1,1,Good Standing
FA,909,F,Lebanon,Beirut,Industrial Engineering,UG,No,No,86.9,A-,13110,Married,Self-Employed,99962.86,Married,Never Worked,0,1,0,1,0,none,no,none,non applicable,15,priority 4,0,Good Standing
MEDI,910,F,Lebanon,South,Medicine,GR,Yes,No,,,40948,Married,Employed,54952.92,Married,UnEmployed,17466.84,1,0,2,0,"
22,450,000 LBP Overall Educational Benefits from the Lebanese University",yes,none,non applicable,25,priority 3,0,Good Standing
MEDI,911,M,Canada,Beirut,Medicine,GR,Yes,No,,,40948,Married,Employed,74000,Married,Employed,61675,1,0,1,0,"I benefited from a student loan from Bank Audi for the amount of LBP 70,000,000 to cover my BS degree tuition fees.  The AUB tuition fees is not included in the Total Annual Expenses.",yes,none,non applicable,0,priority 4,0,Good Standing
MEDII,912,M,Lebanon,North,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,29840.85,Married,UnEmployed,0,0,0,0,16578.25,none,no,"
my sister is married so her annual income is not part of our family income. 


",applicable,20,priority 3,0,Good Standing
MEDII,913,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,UnEmloyed,0,Married,Never Worked,0,0,0,0,0,"rental of two apartments
",yes,none,non applicable,25,priority 3,0,Good Standing
MEDII,914,F,Lebanon,South,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,99469,Married,Never Worked,0,0,1,2,19893,none,no,none,non applicable,0,priority 4,0,Good Standing
MEDII,915,M,Lebanon,Beirut,Medicine,GR,Yes,No,,,40948,Married,Employed,27869.14,Married,Employed,30734.86,1,0,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
MEDII,916,F,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,49477.05,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDII,917,F,Lebanon,South,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,169098.14,Married,Employed,35809.02,0,0,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDII,918,F,United States of America,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,66313,Married,UnEmployed,0,1,0,1,13262.6,none,no,none,non applicable,50,priority 2,1,Good Standing
MEDII,919,M,Lebanon,Nabatieh,Medicine,GR,Yes,No,,,40948,Married,UnEmloyed,21222.81,Married,Employed,17084.88,0,0,0,0,"
تعاونية موظفي الدولة






",yes,none,non applicable,25,priority 3,0,Good Standing
MEDIII,920,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,66313,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIII,921,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,46196.95,Married,UnEmployed,0,0,1,0,0,"Educational Benefits, Lebanese Army",yes,none,non applicable,30,priority 3,0,Good Standing
MEDIII,922,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,32228.12,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,45,priority 2,1,Good Standing
MEDIII,923,M,Venezuela,Bekaa,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,39787.8,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIII,924,F,Lebanon,Baalbak Hermel,Medicine,GR,Yes,No,,,40948,Married,Employed,47745.36,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIII,925,F,Palestine,Beirut,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,11936.34,Married,Never Worked,0,1,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIII,926,F,Lebanon,Beirut,Medicine,GR,Yes,No,,,40948,Widowed,Employed,65271.7,Deceased,UnEmployed,0,0,0,1,0,none,no,none,non applicable,15,priority 4,0,Good Standing
MEDIII,927,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,39787.8,Married,UnEmployed,0,1,0,2,0,none,no,none,non applicable,25,priority 3,0,Good Standing
MEDIII,928,M,Lebanon,Nabatieh,Medicine,GR,Yes,No,,,40948,Married,Retired,10941.64,Married,Employed,17904.51,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIII,929,F,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,8666.666667,Married,Never Worked,0,0,0,0,8100000,"
Annual Rent of Assets",yes,none,non applicable,25,priority 3,0,Good Standing
MEDIII,930,F,Palestine,Beirut,Medicine,GR,Yes,No,,,40948,Married,Employed,34047.37,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIII,931,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,40188.47,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIII,932,M,Lebanon,North,Medicine,GR,Yes,No,,,40948,Married,Retired,0,Married,Employed,26259.95,0,0,1,0,Dr Rami Serhan,yes,none,non applicable,20,priority 3,0,Good Standing
MEDIII,933,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,123880.34,Married,UnEmployed,0,1,0,1,0,"
annual interest amount",yes,"My sister will be going to USJ for the academic year 2019-2020, which would cost around $14,000 per year",applicable,20,priority 3,0,Good Standing
MEDIII,934,M,Lebanon,Beirut,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,-51504.48,Married,Employed,59283.82,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIV,935,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Divorced,Employed,42270.56,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
MEDIV,936,M,Syria,n/a,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,12145.89,Married,UnEmployed,0,1,0,0,0,none,no,none,non applicable,15,priority 4,0,Good Standing
